selection1_name,selection1_phone,selection1_users_name,selection1_users_reviews,,,
Carrello,(206) 257-5622,"Elizabeth L.
Seattle, WA","Tasty pasta, limited menu selection, $$$-$$$$. With its Altura lineage, the pasta at Carrello is delicious - absolutely recommend the agnolotti, pappardelle with oxtail, tripe, anchovy crumb, and gnocchi, all which were divine. We also enjoyed the spicy pan roasted brassicas (broccolini, cauliflower), despite the steep price at $17 for a veggie side.
Aside from the limited menu, Carrello features an Italian take on dimsum with small plates being offered on carts. The roasted beets were tasty but otherwise average, the lamb meatball similarly so. While we enjoyed the prosciutto, the portion was rather miniscule. Would pass on the cured veal. According to our server, roughly 14 snacks and small plates are offered on carts each night.
In full disclosure, we avoided the From the Table meat entrees, which were steeply priced - $59 for roasted whole fish, $125 for dry aged ribeye (would expect 4-star steakhouse at that price), $47 for whole roasted chicken, $59 for roasted lamb neck (wow!).
Portions are small, as reviews note, so prepare to spend $60-$70 pp. Highly recommend cocktails and pasta if you're curious about the Carrello experience!",,,
Carrello,(206) 257-5622,"Sheryl K.
Seattle, WA","Recently tried this place and I can't wait to go back and try more things!
The concept of the restaurant is really similar to dim sum where people come around with carts of food and mark off what you select on a note card. However, this experience was probably a lot better than going to a dim sum restaurant because they don't pressure you and push you to buy food! I guess you can say it's Italian cuisine with the dim sum cart concept.
I can't remember what we picked up from the carts and what we ordered through our server, but everything was very delicious. My only negative comment is that some dishes were pretty spicy but I'm super weak sauce with spicy food. So if you're a normal person that can handle mildly spicy to pretty hot foods, you'd love it. My entree had a slight kick, which was ok-ish for me. I would've preferred no kick/no spice at all, but that's just me. But ate all of it because it was that tasty!
So if you're looking for an Italian restaurant that has a fun ordering experience, I highly recommend coming to try this place out. I'm definitely ready to come back and try more!",,,
Carrello,(206) 257-5622,"Mia Z.
Seattle, WA","Interesting that it's Italian/American in dim sum style, they push out carts around the place every 10 min, small plates so you get to taste a lot of appetizers. We had beef tartar(amazing), rabbit and pork meat balls(absolutely fantastic), beet salad(good).
Each cart has a number on there which represents the price of the item. Then they mark on the small sheet of paper on your table of what you get (like how dim sum works).
I highly recommend coming for the cart. The entree pastas are mediocre to me. We will be back for only cart.",,,
Carrello,(206) 257-5622,"Alexis M.
Seattle, WA","Came with my sister and my mom for dinner! The food was amazing!! All of the dishes were meant to be shared, even the pasta dishes! In addition to the appetizers, there were carts going around the restaurant that had a small selection of small bites (mostly cold) to try.",,,
Carrello,(206) 257-5622,"Jacqueline D.
Seattle, WA","We got a reservation here on Tuesday night for a girls night. Surprising that we were able to make the reservation a few days prior, but I imagine it'll be harder as Carrello gets more and more well known.
Such a cool concept - you can order a bunch of food from a menu - large meat plates, pasta and apps.., and while waiting or eating, there are carts w/ smaller tapas size portions being pushed around that you can also order off of (imagine dim sum but make it italian). These range from $3-$12 and is super fun to supplement your main meal!
We also had some great wine - they do have a sommelier if you need additional help/recs to pair the right wine with your meal!
One of our group members was vegetarian, and although they don't have a ton of veg specific items, most menu items can be made vegetarian with fantastic substitutes, where it didn't feel like a substitution/customized dish!
Everything we tried was delicious - from the apps, to small plates to pasta... great flavors and honestly afterwards made me excited for my next visit!!!",,,
Carrello,(206) 257-5622,"Sara C.
Seattle, WA","I hate to review this because I know it's going to get harder and harder to snag reservations here, but they deserve it.
We heard from friends that the pasta is the way to go here, so we ordered three pastas - their gnocchi, agnolotti and chittara - and then ordered a few things from the different small plate carts.
The verdict - not only was the pasta SO good but the carts made it a really fun experience as well. Not to mention these small plates were VERY decently priced. For example, we got two plates of prosciutto and coppa for $3 EACH.
We really, really loved this place and would definitely want to come back again. I think the prices were just fine for the quality and experience.",,,
Carrello,(206) 257-5622,"Sara A.
Los Angeles, CA","I came across Carello when walking past it looking for a place to eat in the area. They have an interesting concept that I really appreciated. You order your entrees (larger and for the table to share--can take 40-60 mins) plus smaller dishes. They have carts going around throughout the evening with smaller bites you can share. They place a card on your table with number on it and and this number corresponds to the numbers on the cards with the small bites as well as the price of that particular item. Items on the carts vary daily.
We weren't too hungry so we got the beef and veal spaghetti, the brassicas (cauliflower mix), and bread and picked up fried artichoke hearts from one of the carts. I loves the spaghetti. The noodles were cooked perfectly and the sauce was on point. Not overly spicy, but very flavorful. The brassicas were on the spicy wide, but more like too many spices were used as opposed to hotness. It was a little overwhelming. We also munched on some bread which is served with olive oil and butter as an appetizer. The artichoke hearts were also delicious.
Overall, I had a great experience here and loved the food. The plates they have for the table did seem a bit overpriced for what they were though. Pastas and smaller sides were more reasonable.",,,
Carrello,(206) 257-5622,"Latifa S.
Seattle, WA","Opening night meal!
I've already been a big fan of Altura for a while, naturally I'd have to check out their new venture too. This place came up rather fast for a new spot. The old place closed down, chef Nathan took over! And viola! It's a whole new spot!
The menu was simple enough. Carts of items with prices on it: like dim sum but Italian style. Rabbit meatball, grilled octopus, hamachi crudo, grilled peppers, desserts etc. You pick what you want. And contorni/ salads/bread, pasta and meat/seafood. Meat and seafood dish take about 45-60 minutes to come out so order accordingly.
We had the octopus with lentil, chicory salad, grano with crab and rock shrimp, tagliatelle with anchovy oil and tonno (tuna heart). And the rosemary lemonade and red wine!
The octopus was amazing and delicious. Tiny bite sizes, spicy pepper. Just great. Pasta portions are much smaller than small portions. The tagliatelle was delicious: even had some kale in it? The grano sauce was good but pasta itself was undercooked. We like al dente in our Italian family but this was much undercooked. Would've been great to try a better cooked version.
The chicory was a ok as well. Overall, I was just excited to be here and trying the new concept from my old favorite spot. Cart concept was good but once you missed a cart, it took forever to come back. Some don't even come back. We missed the octopus first time around and got it almost an hour later. Since it's a cart item, you can't order it. Same with mussels. And dessert!
Our server was super friendly. Took about 35-40 minutes to get our bill and pay though. They got busy at the end, it got slow. Same with the carts: once you miss one, it takes forever to get it back since they remake it. . I'm a small eater and left hungry. Overall, 3.5 stars for opening night. But since I can't do .5, I'm rounding it up.",,,
Carrello,(206) 257-5622,"Nate H.
Seattle, WA","I'll be honest with you I wasn't that impressed just looking at the pictures of this place. It looked like a place where I would get a really small pasta dish and destroy my credit score doing so. Boy was I wrong... this place is fantastic.
Luckily for Carrello, my girlfriend convinced me to go to this place with her for our anniversary because she really liked the decorations (hanging plants bring the ladies in apparently). We were very impressed by the ambiance and the friendly service. You definitely get the chic hipster vibe when you're in here, so make sure you wear your finest beanie.
This place combines incredible pasta with a mini surprise dish at every turn. They give you a wooden block which signifies to the wait staff if you're in the mood for some Italian delicacies. As you're waiting for your dishes, they bring around all sorts of goodies from calamari, to fancy meatballs, or a massive tray of desserts.
The pasta itself made me want to kiss an Italian grandmother. We took the risk of getting a dish with tripe in it for the first time ever, and it paid off. I can't even remember what the name of the pasta was, but the blend of tripe and veal was so rich and creamy that I forgot I was eating a baby animals and stomach lining.",,,
Carrello,(206) 257-5622,"Grace C.
Pioneer Square, Seattle, WA","This is the pasta place that tried too hard and failed. Tl;dr- get the bread. The pasta is just normal pasta dishes with fancy additions that miss the mark completely.
To start we ordered the bread, potatoes and carrots to share. Two items off the dim sum carts. We each ordered our own pasta- I ordered the tagliatelle for myself.
The homemade bread for $8 is no joke. This is the best bread ever. It's soft and squishy in the middle and the crust has this crunch that is so delicious- it might be the only time I enjoyed the crust more than the inside. The bread alone is 5/5 stars and I am coming back for the bread.
The potatoes were nice- better than the carrots. The potatoes seemed to be double fried and has their own mayo and a sea of sage but so good. The carrots were ok- there's a little bit of bacon in the ocean that is peanuts and it has a tinge of sweetness that was kind of weird.
Off the dim sum cart we got a fried dough and some of the charcuterie- each $4 and not worth it. The fried dough was weird and bland. And to have the charcuterie wrapped around it (as suggested) did not enhance anything for me except the lament that I was down $8.
And the tagliatelle. What's disappointment. It looks nice in the pics- trust me- but it's topped with a giant mount of tuna in hopes to differentiate it from the normal spaghetti aglio e olio. The waiter recommended I mix in the tuna to make it less fishy but then I basically was eating an overly oily aglio e olio. Binging with babish would be disappointed with the amount of olive oil left over.
In short. Not coming back except for the wine and bread. The third star is for the bread.",,,
Carrello,(206) 257-5622,"Mimi T.
Seattle, WA","After dining at Altura recently, I was more than happy to find out about Carrello. We decided to come here for an anniversary celebration and the experience didn't disappoint! I've been to one other restaurant (that's not dim sum) that also specializes in traveling carts of food, but the first Italian one.
As for the food, you start with ordering the non-cart items (but if you're like us, we decided to pick a few small items from the carts as it came by first).
+PUMPKIN: We decided to order a contorni (vegetable side dish) and we were so happy to go with this one. The incredibly soft and almost creamy pumpkin (kind of reminded me of sweet potatoes) came topped with hazelnut butter and crispy guanciale! It was the perfect sweet and salty dish! Just to note, my boyfriend doesn't like pumpkin but this might've been one of our favorite dishes here!
-PARSNIP GNOCCHI: I think I just wasn't expecting this one. It's not quite a fluffy gnocchi (maybe because it's made of parsnip?) and came with bits of boar.
-GRANO ARSO RAVIOLI: This was the crab ravioli (came with 3). For this one, I also wasn't used to the pasta dough - it didn't really have the chewiness I normally like in pasta. It was almost stiff. But the broth it came with was deliciously light!
Of these menu items, I think I'd be hesitant to order more of the pasta - they weren't necessarily bad, just not my favorite pasta texture.
As for the cart items, I have to say that I'm the type of person that loves tapas and small dishes, so we definitely focused more on these. The cart items range from $3 upward and each cart has 2-3 items. For dessert, you tell them that you're done with the meal and someone will come out with a cart of all the dessert options!
+DUCK MOUSSE: This was definitely my favorite but I'm a sucker for liver mousses. Oh, and also the crackers were fried in duck fat - no biggie! The dish also came with cranberries on top (loved the tartness to cut the fat).
+BEEF CRUDO: Just so good. The cracker actually reminded us of the exact same crackers from Altura!
+FRIED DOUGH: Okay, can you really go wrong with fried dough? It was only $3, greatly seasoned and went amazingly with the salami.
+SALAMI: Delicious! A pretty good portion that you can also see them slicing in the middle of the restaurant!
+CELERY SALAD WITH ANCHOVY: This looks and sounds so simple but it was delicious! Don't skip out on it!
+LIMONCELLO SEMIFREDDO: Didn't really taste like limoncello to me but it was scrumptious nonetheless! The berries on the bottom were great too!
All in all, I think you get the Altura flavors without the high price tag (though I wouldn't say this is a cheap meal - though worth it!). The service is great and the staff are incredibly friendly! All in all, would definitely return!",,,
Carrello,(206) 257-5622,"Liz J.
Seattle, WA","Service was definitely off. We got there 15 mins early and they made us wait until exactly 7:30 before we were seated, and they had a number of empty tables. They had a number of carts going around with apps/small plates, but half of the carts just went by our table and they didn't even tell us about what was on it. And we were looking at the servers directly since we were hungry.
When we finally did get our first item, no one had stopped by our table to even take a drink order. Which was a shame because I would have liked a glass of wine with the cured meats we got.
Food was delicious, we ordered 2 vegetable dishes and 3 pastas and enjoyed them all immensely. Unfortunately they were all brought them to us all at the same time. All 5 plates for a small table of 2. So we barely had enough room to fit it all in. And then we had to eat really quickly before the food got cold. We each got a glass of red which went wonderfully with each dish we got. Also the fork they give you has kind of wierd dimensions? Made it really difficult to use at times to cut items, as knives were not given.
Hoping these things improve, the food was delicious. When we did interact with the wait staff they we're very friendly.",,,
Carrello,(206) 257-5622,"Kevin Z.
Seattle, WA","Dining at a higher price point (which typically means small portions) can be a fantastic experience when done right. Carrello simply had too many misses for me to be a worthwhile experience for how much it cost.
We started with some bread and fried potatoes. This was the best course of the meal. The bread had a lovely char and was accompanied by some warm butter. Biting into the buttered bread was like crispy heaven. The potatoes were also crispy and well cooked, though the cooks went a little too crazy on the fried sage.
We then got a bunch of pasta to share, many of which had crispy fish flakes on top. While I understand that adding fish flakes or fish sauce can add a lot of umami to a dish, there was simply too much on our pasta which made it taste really fishy and unappetizing. I personally ordered the tagliatelle with tripe. Pasta was cooked well but I felt that the texture of the tripe really ruined the dish. The weird dim sum carts kept coming around the whole time. We ordered some small dishes but weren't really that impressed.
Overall I think I won't be returning for a second meal. The food was only OK and the atmosphere felt unnecessarily pretentious.",,,
Carrello,(206) 257-5622,"Phil G.
Seattle, WA","Carrello, I am constantly forgetting the name, was too much fun. The food was good too! We sat at the liquor bar to eat and immediately struck up conversations with the patrons and the engaging bartender named Firenze. My wife, the true foodie, ordered the food while I gabbed and posed. The pastas were fantastic as was everything else I ate. We ordered too much, as is our wont, and everything tasted wonderful. Everyone at Carrello was smiling, and this is a happy place to be.
The mother restaurant to Carrello is just across the street named Altura. It is a gastronomic destination with an expensive degustation menu. Carrello is the perfect counterpart, with its casual, boisterous vibe. Prices were reasonable but the experience made money irrelevant. A great time is priceless.",,,
Carrello,(206) 257-5622,"Vijay B.
Seattle, WA","Nathan Lockwood is, without a doubt, Seattle's best chef and his first restaurant - Altura - is Seattle's best restaurant. Here's my review for Altura:
yelp.com/biz/altura-seat鈥?If you don't know the history, Altura used to be mostly a la carte. Eventually Lockwood switched to a prixe fixe menu to showcase his culinary talents (which, if Michelin ever came to Seattle, would be amply rewarded) but that had a downside. Many of the favorite a la carte menu items were jettisoned much to the chagrin of his regular patrons. When this was brought up with Lockwood, he mentioned that he had a project in mind to create a second restaurant that would reprise these great dishes (especially the exquisite pasta dishes).
It was several years in the making and having found a perfect location, just across the street from Altura in the old Poppy space, Lockwood has opened Carrello to much fanfare. In a way Carrello feels like the old Altura in a larger space, with some extra quirks. The menu features the amazing pasta dishes that old patrons of Altura had grown to know and love but he has also added a sort of Italian dim-sum quality to the service.
Servers will periodically bring around carts with various delictations concocted by Lockwood, such as duck liver mousse from which diners can choose, if they wish, a taste. In this way Carrello allows diners to have both the a la carte experience with something of a tasting menu feel.
It goes without saying, the food is exceptional. One would expect nothing less from Lockwood, and the space is quite nice. It doesn't quite have the homey feel that Altura does and is a little spartan (I hope in time they can spruce it up a bit), but it's certainly a nice place for a lovely dinner with that special someone.
If you love high end northern italian cuisine, you must try Carrello.",,,
Carrello,(206) 257-5622,"Gav J.
Houston, TX","I have to align with Kevin Z who nailed it in his review below. Unnecessarily pretentious waitstaff ruined what could've been a really great experience. the space is lovely and in a beautiful part of Capitol Hill.
The initial service is fantastic and the bread is to die for, however the pasta was overcooked, salad overdressed and the wait staff less than friendly.
Dessert yielded the worst semi Freddo ever. The cart concept is fantastic but fails to deliver on the food and ultimately provided an overall mediocre experience at a high cost.
I will not be returning here again.",,,
Cinque Terre Ristorante,(206) 456-6300,"Kelly S.
Mercer Island, WA","Two words: Happy Hour.
They have the best HH with so much on their menu at a great price. We loved everything we ordered - which was A LOT:
1) Grilled calamari - 5/5. Tender and flavorful.
2) Grilled octopus - 4/5. I loved the squid so this came in second, but still good! One of my friends liked this better than the squid.
3) Prosciutto w/burrata - 5/5. Delicious and a good portion.
4) Salumi board - 5/5. Good variety.
5) Margherita pizza - 5/5. Light and crispy crust, lots of cheese. Would've liked more basil. Will ask for extra next time.
6) Oysters on the half shell - 5/5. Fresh and served with horse radish, which I love.
7) Beets - 4/5. Simple. Nothing special, but good.
I've also had their mussels when they are in season - later spring. DELICIOUS when they get it from Taylor's Shellfish Farms and they are plump and juicy.
I can't wait to go back for the food. The white wine on HH wasn't great, but we were there for the food, anyway!",,,
Cinque Terre Ristorante,(206) 456-6300,"Jazz N.
Anaheim, CA","We came here for a late lunch and had a large table in the back for 12 people or so. The restaurant was a bit hard to find because you park in the structure parking and come up on street level, but don't see the restaurant. You have to walk around the corner to get to it, so it was a little adventure finding it since there were many restaurants around there.
The food was absolutely delicious! We loved everything we ordered, especially the squid appetizer (to die for!), prosciutto with burrata, oysters, and beef carpaccio. The oysters didn't have any cocktail sauce, only vinegarette, so it wasn't as good as other places. The lack of cocktail sauce was a little disappointing. We ordered a second squid appetizer, but she said they were out (at 2pm already??) but suggested we try the octopus appetizer instead. We said ok and it never came out. I didn't realize this until we left that we never got the octopus dish! We also ordered squid ink pasta, margarita pizza, shrimp carbonara, and a ton of other dishes. Everything was really good, food-wise. Great portions; not too much food, but also not too little.
Service, on the other hand, was JUST OK. Our waitress seemed to forget about us a lot (maybe because we were in the back away from everyone?). When we needed something, we had to wait a long time to finally signal her over. We also asked for group pictures and she told us to hold on and she ran off for awhile. We kept waiting for her to come back... what seemed like forever. She seemed uninterested in taking photos for us. Then, she came back, took a few, and we realized they were dark and needed flash. The next time she came by, we asked if she could kindly retake the photos again, and she said ran off again telling us to ""hold on"" and left. Again, she seemed uninterested or too busy.
It was a late lunch around 2-3pm, so it wasn't prime time and was not that busy in the restaurant. It seemed hardly anyone was there and we were the biggest table. I think it took 15 minutes or more before she came back. Asking for dessert and the check/bill took forever also. Our entire lunch took about 3 hrs or more! We prob spent a good hour or more just waiting for her in-between orders and things. It didn't seem like the waitress was very friendly or interested in helping us at all. She was nice, but service was subpar. Minus 1 star.",,,
Cinque Terre Ristorante,(206) 456-6300,"Emily S.
Downtown Seattle, Seattle, WA","Went here for date night - lights are low, people are friendly, and ambiance is perfect. There are a lot of great options, and me being a vegetarian I was satisfied. I do wish there was one more vegetarian / vegan option on the menu, or that the menu outlined which items were vegetarian. However, as soon as you let their team know, they are on top of it and ensure it is created with your preferences / needs in mind.
Drinks are also great, and they immediately hit you with some housemade bread and oil - yummm.
Would recommend for a romantic date night out, or a birthday celebration with friends!",,,
Cinque Terre Ristorante,(206) 456-6300,"Shawn N.
Cincinnati, OH","Upscale, chic vibe in a trendy part of town. When I walked in, I stood at the host stand for almost 5 mins before anyone even talked to me. Honestly, I was about to walk out until this person walked in (coming on to her shift) and started helping me right away. Once we were seated, the service was much better.
My friend and I decided to go with pizzas. The pizzas are a good individual size that you could either eat individually or have leftovers to take home.
I went with the ""Carne,"" which is basically sausage, mushrooms, and cheese. What I liked about it was it was rather light and not oily at all. Everything tasted very fresh. However, nothing stood out from a flavor standpoint. I think this would be much better if they used a spicy sauce with the ingredients to give it a little more bite. You could tell that the ingredients were quality, and the price point wasn't bad for what you get.",,,
Cinque Terre Ristorante,(206) 456-6300,"Jared M.
Seattle, WA","Great spot in SLU for some Italian food.
I came here for lunch and got one of their specials which was a pizza with mushrooms, buffala and mozzarella. I loved the pizza and there was plenty to save some for leftovers.
Will definitely come back here for a dinner or another lunch soon!",,,
Cinque Terre Ristorante,(206) 456-6300,"Rio D.
Bothell, WA","Ok, to be fair, their food is really good. I think they have the best pasta in Seattle. Home made with high quality flour. They bake their bread in the oven every day and their bread is also amazing. I rarely compliment pasta so this is a real deal for me. They have good soup and salad. Tiramis霉 was good, though Calabria's tiramis霉 is better. Cinque Terre's Tiramis霉 is a bit too sweet to my taste. The wine selection can be better and their ambiance is a bit too dim, tho I get that's the hip thing to do. I would love it if their menu expanded.
I'll go back to eat their pasta again for lunch or something.",,,
Cinque Terre Ristorante,(206) 456-6300,"Jennifer T.
Seattle, WA","Have been here several times for team lunches/HH and I am always soooo impressed by the quality+ presentation of food, friendly service, and open/bright ambiance. Also love that they provide complimentary sparkling spring water and fresh focccacia bread (sooo freaking good, and did i mention it's complimentary???).
Most recently, booked this place for a team lunch and everyone really enjoyed their meals (including the vegetarians!). They have something on the menu to satisfy any type of craving/dietary restrictions -- from housemade pastas/pizzas to a variety of seafoods and steaks.
I ordered their seafood salad which was loaded with fresh prawns, octopus, squid, and clams. Very generous portions and fresh flavors!
Yes, the prices here are a bit steeper than your typical lunch fare in SLU, but totally worth IMO. Also great for larger group gatherings as they have a table in the back that fits 10+ people.",,,
Cinque Terre Ristorante,(206) 456-6300,"Alexis M.
Seattle, WA","Came here for my 21st birthday dinner. We had a party of 8. We sat at the ""Table 8,"" the semi private table in the corner of the dining room. The ambience was great. Definitely felt like we were in a private room. The food was amazing of course. The lobster was my favorite, it tasted so fresh. They also let us bring our own cake which was nice!! Definitely recommend for a private event!",,,
Cinque Terre Ristorante,(206) 456-6300,"Maya D.
Seattle, WA","I will preface my review by saying I do not like salad! Today I had the perfect salad with fresh baby greens, radicchio, and buttery Gorgonzola cheese, accented by fresh olive oil and fresh lemon. Can I say that I am truly a fan of simple food combinations.
Tonight eggplant Parmesan was the special. The chef prepared a plate of thinly sliced eggplant layered with mozzarella and fresh basil. Heavenly is the best way to describe my meal.
Topped it off with tiramisu (lady fingers soaked in coffee and amaretto). Probably the best I have ever tasted. It was not too sweet and just the perfect portion.
It was my birthday so it was served with a sparkling firework.
This is a great place for date night.",,,
Cinque Terre Ristorante,(206) 456-6300,"MyAnne K.
Seattle, WA",Great restaurant. Great food. Great ambiance. Cannot believe I have not dined here before till recently. Was able to reserve a table 30 mins before leaving my house to walk over on a Saturday night. This restaurant offers a full range of options across the board from vegetarian/seafood/poultry/meat in all categories appetizers/pasta/secondi/carne. There is something for everyone. We ordered the octopus/buratta/Chilean sea bass/seafood stew. My goodness! Seafood stew was some of the best I've ever had served with a split lobster tail. Every bite was delicious. We also learned this restaurant is sister to Barolo/List/Mama Melina's. Dammmn! I love Italians!,,,
Cinque Terre Ristorante,(206) 456-6300,"Dave F.
Santa Monica, CA","Great happy hour spot. The bartenders and service are excellent. I loved the calamari, octopus and oysters. Nice wine selection.
I look forward to the next visit.",,,
Cinque Terre Ristorante,(206) 456-6300,"Tanusree M.
Fremont, CA","Super cute place for happy hour! Came here after work with a few coworkers. The happy hour menu is great. We got $10 bottle of rose! Amazing. We ordered a lot of food too, we got the cheese board, charcuterie, Margherita pizza, gnocchi, octopus and 2 bottles of wine. We spent quite a lot of time here and really enjoyed ourselves. The waitress was super nice and attentive. This place is perfect for a night out with the girls. Highly recommend!",,,
Cinque Terre Ristorante,(206) 456-6300,"Christina C.
Los Angeles, CA","Place is really packed during happy hour. Last time we came it was full and they didn't even offer us to wait so we had to go somewhere else. The next time we got lucky and had a small table. Pizza is really yummy, steak need more sauce, oysters were excellent. I really like the place but you never know if you will get a seat.",,,
Cinque Terre Ristorante,(206) 456-6300,"Shantanu G.
Austin, TX","We had a large-ish family dinner here.
Positives - polite and efficient waitstaff, attentive service. Very good wine list, the wine expert in our group managed to pick two really good wines at a reasonable price point ($40). A couple of the dishes were really good - the cuttlefish and the octopus items
Rest of the dishes were mediocre given the price point of the restaurant. These were more fitting of a mass market Italian restaurant.",,,
Cinque Terre Ristorante,(206) 456-6300,"Xinran A.
Seattle, WA","Went there with my dad just to try their famous seafood soup and was not disappointed! They will split the soup for you if they know you are sharing, which is nice and convenient.
Each soup has a variety of seafood and the amount is decent for 20ish bucks/person. I really like the bread they put into the soup as not every restaurant does that and I particularly like the texture of bread after it was soaked in the soup and absorbed all the juice. They also gave you free baguette so you can dip the bread in the soup even more. However the soup does get cold pretty quickly and that can affect its taste and the dining experience.
We didn't order anything else and I was satisfied after eating. I think one appetizer + the soup will definitely make two people full, or just the soup itself might also be fine depending on your appetite.
The environment is modern and the service is on point. I would say this restaurant is good for either casual dining or for special days like anniversary/birthday etc.",,,
Cinque Terre Ristorante,(206) 456-6300,"Ronda N.
Ferndale, MI","Italian done the right way! I ate here for lunch and was blown away by everything. The restaurant's decor is open, airy modern. It is bright and refreshing just like many restaurants in Italy.
The menu offers a wide range of meats, pastas, pizzas, etc.. The wine list is extensive with many that compliment the food.
My family and I shared a fettuccine alfredo appetizer to start. It was AMAZING!!! We then had minestrone soup, mix green salad before our spaghetti and veal meatballs. It was a guilt free meal made from the best ingredients.
The host and server were excellent. We had nice seating choices and our meals were timed perfectly.",,,
Cinque Terre Ristorante,(206) 456-6300,"Jonathan L.
Seattle, WA",We came here during lunch rush on Thursday. We were immediately seated since we had a reservation and got served bread on the table right away. The waitress was respectful about us needing to be in a rush due to lunch break. I ordered the Funghi Di Stagione pizza which was served in a timely manner. The mushrooms on the pizza were sufficient; however I thought it needed to be seasoned more since it was lacking in flavour. Also the dough was a bit on the burnt side which overpowered all of the toppings on the pizza but the cheese was very fragrant. Overall I recommend this place for Italian food but could be better with these suggestions!,,,
Cinque Terre Ristorante,(206) 456-6300,"Robin D.
Portland, OR","I've traveled to different parts of Italy and really enjoy and know my Italian food. One of the reasons I dont frequent Italian restaurants outside Italy is due to my high expectations. This place is not going to bring you back to Italy but will at least take care of your cravings to Mangia Mangia. The ambiance is dim and sexy, not too loud and the service pretty good. One of the few places in the USA that I will order grilled octopus, a dish that most US restaurants dont get right. Whats very impressive is their happy hour, good options with outstanding values I recommend and am a return customer.",,,
Cinque Terre Ristorante,(206) 456-6300,"Duyen T.
Seattle, WA","Perhaps I'm just not the target clientele for this place and that's quite alright! Definitely get the vibe that this place is pretending to be fancier than it actually is. I had a lunch here and expected some reasonably priced lunch options, but nope still experienced sticker shock. I had the appetizer size of the pulpo (octopus) and the waitress was very nice in warning me that it really is a snack size of 5 bites, and I appreciated the warning! So I fully knew what I was in for but it was still a bit surprising to see the plate in front of me. It was a dressed up single mini tentacle for $14. My coworker let me try her pesto pasta and it was a wee bit too al dente, almost to the verge of undercooked.
Pros: Delicious complimentary bread and olive oil for dipping.
I'll try coming back for happy hour and see if that changes my mind.",,,
Cinque Terre Ristorante,(206) 456-6300,"Jolene K.
North Vancouver, Canada","After scanning menus and reviews for other Italian restaurants within walking distance of our Hotel Theodore we landed on this gem. Excellent service (we had three people caring for our experience), mouth watering food & wine and a menu so diverse that we'll return several times just to sample the rest of the beautifully curated dishes. This place was well suited for our romantic date night. Highly recommended.",,,
Tulio,(206) 624-5500,"Samuel B.
Tacoma, WA","Came in for brunch on a rainy Saturday day and though I had been here before for lunch, I had never been for brunch. I was very pleasantly surprised.
I ordered the grilled rustic bread with the poached eggs and a coffee with Frangelico. The hollandaise was a bit lukewarm but the staff was immediately on it and did not just warm it up...the dish was remade! That's good service to me.
The decor is lovely, the waitstaff is attentive, and the food was delicious. Certainly worth the trip!",,,
Tulio,(206) 624-5500,"Sean T.
Vancouver, WA","This place was expensive, which would be finif I got a decent ROI for my money... I didn't.
The food tasted like diner food.
The service was decent.
Place was empty which should have been our clue.",,,
Tulio,(206) 624-5500,"Danielle W.
Seattle, WA","I can not recommend this spot to anyone. We tried to appetizers, the burrata and the asparagus and both were not good. The asparagus was very crunchy and tasteless, we left most on the plate.
We tried the squid ink pasta and another red sauce based one.
The pastas were bland, and unfulfilling. We boxed our food to go, and I went to subway right afterward, and honestly it was better.
If you want good Italian, I suggest Alturo in Capitol Hill.",,,
Tulio,(206) 624-5500,"Lisa J.
Bellevue, WA","I wanted to like this place since the food wasn't exactly bad and the place had a nice ambiance to it. But it was overpriced, service was lacking, portions too small, and they add a service charge to your bill (before tax)!
We had the sweet potato gnocchi as an appetizer to share. It was good but very small portion. For the main meal I had the clam linguine which was good but again, portion was small, the clams were teeny tiny, and barely any linguine underneath. I was left feeling HUNGRY (hangry).
My boyfriend ordered the ribeye with ""porcini potatoes"". He loves porcini mushrooms but was disappointed that there wasn't even a trace of porcini on the plate. The ribeye was good though.
We wanted to ask our waiter about the ""porcini potatoes"" but he never bothered to ask how our meal was. He walked by our table many times and never stopped to check on us at all! He only talked to us when he brought us the check- which included a service charge before taxes. For adding a service charge, this place did not deliver to a higher standard of service. Our waiter barely even did his job except bring us 3 plates of food.
Don't come here if you are hungry. This place is way too overpriced for mediocre Italian food",,,
Tulio,(206) 624-5500,"Laura M.
Minneapolis, MN",I took my mom to Tulio when we were visiting Seattle and had such a wonderful time. The staff was all so lovely and the food was out of this world. We shared the sweet potato gnocchi to start which was wonderful! I had a delicious corn risotto and my mother had a pasta special that was lovely. I wish I could eat here every day and am so glad we were able to make the trip!,,,
Tulio,(206) 624-5500,"Kat B.
King, WA","What a great dinner--- most of the food checked out. The lamb and pork shank were the star! Perfectly cooked! Came in with a big party of 8, and we were accommodated very well. The place was cozy and intimate, but not crowded. The service was excellent and what would you expected from this fancy place. Great job Tulio!",,,
Tulio,(206) 624-5500,"Yolanda S.
Seattle, WA","We've been passing by Tulio everyday on our way to work and finally had the pleasure to visit this establishment due to the proximity of the hotel we stayed in. We were only looking to have a nightcap so we sat at the bar and had the Finocchio Negroni cocktail. What a special concoction this was made with Fords gin, fennel campari, cynar, china china and orange bitters. It was so delicious I had two of them served by the most hospitable bartender named Leah. Another person in our party ordered the chicken. It was roasted with caramelized garlic and sage and served on lemon risotto. That is definitely on our list for the next time we visit and we are also looking forward to having brunch. Maybe we'll have the hand made biscuits and /or the handmade cinnamon roll. Can't wait!",,,
